# Lorenz equation output (maxtime=30) 
# Time x1 x2 
 28.13 -4.8244 -6.2221 18.64
 28.14 -4.9694 -6.4716 18.578
 28.15 -5.1248 -6.7307 18.54
 28.16 -5.2905 -6.9989 18.527
 28.17 -5.4664 -7.2754 18.54
 28.18 -5.6522 -7.5593 18.581
 28.19 -5.8477 -7.8494 18.652
 28.20 -6.0524 -8.1442 18.754
 28.21 -6.2659 -8.4419 18.888
 28.22 -6.4874 -8.7405 19.057
 28.23 -6.7162 -9.0374 19.26
 28.24 -6.9513 -9.3297 19.5
 28.25 -7.1914 -9.6142 19.778
 28.26 -7.4353 -9.8873 20.092
 28.27 -7.6812 -10.145 20.444
 28.28 -7.9274 -10.383 20.833
 28.29 -8.1716 -10.596 21.256
 28.30 -8.4115 -10.781 21.713
 28.31 -8.6446 -10.932 22.2
 28.32 -8.8681 -11.045 22.714
 28.33 -9.079 -11.115 23.249
 28.34 -9.2743 -11.139 23.8
 28.35 -9.451 -11.114 24.361
 28.36 -9.606 -11.037 24.924
 28.37 -9.7363 -10.908 25.482
 28.38 -9.8394 -10.726 26.026
 28.39 -9.9129 -10.492 26.549
 28.40 -9.9547 -10.21 27.042
 28.41 -9.9635 -9.8829 27.497
 28.42 -9.9384 -9.5164 27.909
 28.43 -9.8791 -9.1165 28.271
 28.44 -9.7861 -8.6902 28.578
 28.45 -9.6604 -8.2449 28.828
 28.46 -9.5037 -7.7883 29.018
 28.47 -9.3182 -7.328 29.147
 28.48 -9.1066 -6.8712 29.218
 28.49 -8.8722 -6.4244 29.231
 28.50 -8.6183 -5.9937 29.19
 28.51 -8.3485 -5.5839 29.098
 28.52 -8.0666 -5.1989 28.96
 28.53 -7.7762 -4.8419 28.78
 28.54 -7.4809 -4.5148 28.563
 28.55 -7.184 -4.2187 28.314
 28.56 -6.8888 -3.9542 28.038
 28.57 -6.598 -3.7209 27.739
 28.58 -6.3142 -3.518 27.421
 28.59 -6.0394 -3.3443 27.088
 28.60 -5.7757 -3.1984 26.743
 28.61 -5.5244 -3.0785 26.388
 28.62 -5.2869 -2.9828 26.028
 28.63 -5.0639 -2.9095 25.663
 28.64 -4.8562 -2.8568 25.297
 28.65 -4.6641 -2.823 24.929
 28.66 -4.488 -2.8064 24.563
 28.67 -4.3278 -2.8056 24.199
 28.68 -4.1835 -2.8192 23.838
 28.69 -4.0549 -2.8461 23.482
 28.70 -3.9416 -2.8851 23.13
 28.71 -3.8434 -2.9355 22.784
 28.72 -3.7599 -2.9965 22.445
 28.73 -3.6906 -3.0675 22.112
 28.74 -3.6352 -3.1482 21.787
 28.75 -3.5931 -3.2381 21.47
 28.76 -3.564 -3.3371 21.161
 28.77 -3.5476 -3.445 20.861
 28.78 -3.5434 -3.5618 20.571
 28.79 -3.5512 -3.6876 20.291
 28.80 -3.5706 -3.8226 20.022
 28.81 -3.6015 -3.9668 19.763
 28.82 -3.6436 -4.1205 19.517
 28.83 -3.6968 -4.284 19.283
 28.84 -3.761 -4.4576 19.063
 28.85 -3.8361 -4.6416 18.856
 28.86 -3.9221 -4.8363 18.665
 28.87 -4.019 -5.0419 18.489
 28.88 -4.1267 -5.2588 18.331
 28.89 -4.2454 -5.4872 18.191
 28.90 -4.3751 -5.7273 18.07
 28.91 -4.5159 -5.9791 17.969
 28.92 -4.6678 -6.2427 17.891
 28.93 -4.8309 -6.5178 17.837
 28.94 -5.0052 -6.8043 17.808
 28.95 -5.1907 -7.1015 17.806
 28.96 -5.3873 -7.4087 17.834
 28.97 -5.5949 -7.7251 17.892
 28.98 -5.8132 -8.0491 17.983
 28.99 -6.0419 -8.3793 18.109
 29.00 -6.2805 -8.7135 18.272
 29.01 -6.5283 -9.0492 18.473
 29.02 -6.7844 -9.3836 18.715
 29.03 -7.0477 -9.7131 18.998
 29.04 -7.317 -10.034 19.324
 29.05 -7.5905 -10.341 19.694
 29.06 -7.8665 -10.631 20.107
 29.07 -8.1426 -10.897 20.562
 29.08 -8.4164 -11.134 21.058
 29.09 -8.6851 -11.336 21.593
 29.10 -8.9455 -11.497 22.162
 29.11 -9.1942 -11.612 22.761
 29.12 -9.4277 -11.675 23.384
 29.13 -9.6424 -11.681 24.025
 29.14 -9.8343 -11.628 24.673
 29.15 -9.9999 -11.513 25.322
 29.16 -10.136 -11.334 25.96
 29.17 -10.239 -11.092 26.577
 29.18 -10.306 -10.79 27.164
 29.19 -10.335 -10.432 27.712
 29.20 -10.325 -10.023 28.209
 29.21 -10.274 -9.5711 28.65
 29.22 -10.184 -9.0844 29.028
 29.23 -10.055 -8.572 29.338
 29.24 -9.8883 -8.0437 29.578
 29.25 -9.6869 -7.509 29.746
 29.26 -9.4538 -6.977 29.843
 29.27 -9.1928 -6.4563 29.872
 29.28 -8.908 -5.9544 29.837
 29.29 -8.6036 -5.4774 29.742
 29.30 -8.2842 -5.0304 29.592
 29.31 -7.9543 -4.617 29.393
 29.32 -7.6182 -4.2397 29.153
 29.33 -7.2799 -3.8998 28.875
 29.34 -6.9433 -3.5974 28.567
 29.35 -6.6118 -3.3321 28.234
 29.36 -6.2883 -3.1027 27.88
 29.37 -5.9755 -2.9072 27.51
 29.38 -5.6753 -2.7438 27.128
 29.39 -5.3897 -2.61 26.738
 29.40 -5.1198 -2.5035 26.341
 29.41 -4.8667 -2.4218 25.941
 29.42 -4.631 -2.3627 25.54
 29.43 -4.4131 -2.3239 25.139
 29.44 -4.2131 -2.3033 24.74
 29.45 -4.0311 -2.2992 24.344
 29.46 -3.8667 -2.3097 23.952
 29.47 -3.7196 -2.3336 23.564
 29.48 -3.5893 -2.3695 23.183
 29.49 -3.4754 -2.4163 22.807
 29.50 -3.3773 -2.4733 22.439
 29.51 -3.2944 -2.5397 22.077
 29.52 -3.2262 -2.6149 21.723
 29.53 -3.172 -2.6987 21.377
 29.54 -3.1313 -2.7907 21.039
 29.55 -3.1037 -2.8909 20.71
 29.56 -3.0886 -2.9992 20.39
 29.57 -3.0857 -3.1157 20.08
 29.58 -3.0945 -3.2406 19.78
 29.59 -3.1148 -3.3741 19.49
 29.60 -3.1463 -3.5165 19.21
 29.61 -3.1888 -3.6682 18.943
 29.62 -3.2421 -3.8296 18.687
 29.63 -3.3063 -4.0011 18.444
 29.64 -3.3811 -4.1833 18.214
 29.65 -3.4667 -4.3765 17.998
 29.66 -3.5631 -4.5813 17.798
 29.67 -3.6704 -4.7983 17.613
 29.68 -3.7887 -5.0278 17.446
 29.69 -3.9183 -5.2703 17.297
 29.70 -4.0592 -5.5261 17.167
 29.71 -4.2117 -5.7957 17.059
 29.72 -4.3761 -6.0792 16.974
 29.73 -4.5524 -6.3766 16.913
 29.74 -4.7409 -6.6879 16.879
 29.75 -4.9418 -7.0128 16.873
 29.76 -5.1552 -7.3507 16.898
 29.77 -5.3809 -7.7008 16.955
 29.78 -5.6191 -8.0619 17.049
 29.79 -5.8694 -8.4325 17.18
 29.80 -6.1316 -8.8104 17.352
 29.81 -6.405 -9.1932 17.568
 29.82 -6.6889 -9.5775 17.828
 29.83 -6.9823 -9.9597 18.136
 29.84 -7.2839 -10.335 18.494
 29.85 -7.592 -10.699 18.903
 29.86 -7.9045 -11.045 19.363
 29.87 -8.2192 -11.367 19.874
 29.88 -8.5331 -11.658 20.436
 29.89 -8.843 -11.91 21.045
 29.90 -9.1453 -12.117 21.699
 29.91 -9.4359 -12.269 22.391
 29.92 -9.7105 -12.361 23.116
 29.93 -9.9645 -12.386 23.864
 29.94 -10.193 -12.338 24.626
 29.95 -10.392 -12.214 25.391
 29.96 -10.556 -12.013 26.145
 29.97 -10.682 -11.733 26.877
 29.98 -10.765 -11.378 27.572
 29.99 -10.804 -10.954 28.219
#
# SIMLIB run-time statistics:
#    StartTime  = 0
#    EndTime    = 30
#    EventCount = 3000
#    StepCount  = 3685
#    MinStep    = 0.00015625
#    MaxStep    = 0.01
#
